queryNo|tables|conditions|subqueries|joins|paths|functions|total columns|used columns|query
94|1|3|0|0|-1|0|21|3|select `name` from `tabDocShare` where `share_doctype` = 'User' and `user` = 'test_import_userrole@example.com' and `share_name` = 'test_import_userrole@example.com' order by modified desc
95|1|1|0|0|-1|0|75|1|select name, item_name, docstatus, description, image, is_sub_contracted_item, stock_uom, default_bom, last_purchase_rate from `tabItem` where name='_Test PPT Item Raw A'
96|1|1|0|0|-1|0|27|1|select `name` from `tabItem Group` where `name` = '_Test Service Product Bundle' order by modified desc
97|1|0|0|0|-1|0|36|0|select distinct party_type from `tabGL Entry`
98|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Salary Structure Employee' and `parentfield` = 'fields' order by idx asc
99|1|1|0|0|-1|0|21|1|select `name` from `tabStudent Group` where `name` = 'TC2-TP-2014-2015-2014-2015 (_Test Academic Term)' order by modified desc
100|1|1|0|0|-1|0|14|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabProduction Plan Sales Order` where `sales_order` = 'SO-00033' order by modified desc
101|1|1|0|0|-1|0|31|1|select lft, rgt from `tabWarehouse` where name='All Warehouses - _TC1'
102|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'Payment Entry' AND docstatus < 2
103|1|1|0|0|-1|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Supplier' order by `tabCustom DocPerm`.`modified` ASC
104|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = '_Test Bank - CFEC' order by modified desc
105|1|1|0|0|-1|0|31|1|select `create_account_under` from `tabWarehouse` where `name` = '_Test Warehouse 2 - _TC' order by modified desc
106|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'User' and `parentfield` = 'permissions' order by idx asc
107|1|1|0|0|-1|0|27|1|SELECT name FROM `tabItem Group` WHERE `parent_item_group`='Sub Assemblies'
108|1|1|0|0|-1|0|29|1|select `name`, `is_group`, `company` from `tabAccount` where `name` = 'Temporary Accounts - CFEC' order by modified desc
109|1|4|0|0|-1|4|36|5|select *, timestamp(posting_date, posting_time) as "timestamp" from `tabStock Ledger Entry` where item_code = '_Test Regular Item' and warehouse = '_Test Warehouse - _TC' and ifnull(is_cancelled, 'No')='No' and timestamp(posting_date, posting_time) < timestamp('2017-02-09', '12:26:11.241261') order by timestamp(posting_date, posting_time) desc, name desc limit 1
110|1|1|0|0|-1|0|29|1|select `company` from `tabAccount` where `name` = 'Fixed Assets - _TC' order by modified desc
111|1|16|0|0|-1|12|42|17|select * from `tabPricing Rule` where (item_code='_Test Item' or ifnull(item_group, '') in ('_Test Item Group', 'All Item Groups') or brand=NULL) and docstatus < 2 and disable = 0 and selling = 1 and ifnull(company, '') in ('_Test Company', '') and ifnull(customer, '') in ('_Test Customer', '') and ifnull(supplier, '') = '' and ifnull(supplier_type, '') = '' and ifnull(campaign, '') = '' and ifnull(sales_partner, '') = '' and ifnull(customer_group, '') in ('_Test Customer Group', 'All Customer Groups', '') and ifnull(territory, '') in ('_Test Territory', 'All Territories', '') and ifnull(for_price_list, '') in ('_Test Price List', '') and '2017-02-09' between ifnull(valid_from, '2000-01-01') and ifnull(valid_upto, '2500-12-31') order by priority desc, name desc
112|1|1|0|0|-1|0|49|1|select `name` from `tabPayment Entry` where `name` = 'PE-00005' order by modified desc
113|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Item Variant Attribute' and `parentfield` = 'permissions' order by idx asc
114|1|1|0|0|-1|0|26|1|select `name` from `tabReport` where `name` = 'Permitted Documents For User' order by modified desc
115|1|1|0|0|-1|0|71|1|select `date_of_joining` from `tabEmployee` where `name` = 'EMP-0006' order by modified desc
116|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'Operation' order by modified desc
117|1|3|0|0|-1|0|55|3|select * from `tabSales Invoice Item` where `parenttype` = 'Sales Invoice' and `parent` = '_T-Sales Invoice-00003' and `parentfield` = 'items' order by idx asc
118|2|5|1|0|-1|0|91|6|select name from `tabItem` item where variant_of='_Test Variant Item' and exists ( select name from `tabItem Variant Attribute` iv_attribute where iv_attribute.parent=item.name and ((iv_attribute.attribute='Test Size' and iv_attribute.attribute_value='Large')) and parent != '_Test Variant Item-L' )
119|1|1|0|0|-1|0|41|1|select * from `tabSerial No` where `name` = 'ABCD00009' order by modified desc
120|1|2|0|0|-1|0|44|2|SELECT * FROM `tabCustom Field` WHERE dt = 'Maintenance Schedule' AND docstatus < 2
121|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Workstation Working Hour' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
122|1|1|0|0|-1|0|71|1|select `company` from `tabEmployee` where `name` = '_T-Employee-0001' order by modified desc
123|1|1|0|0|-1|0|38|1|select `item` from `tabBOM` where `name` = 'BOM-_Test PPT Item Sub B-001' order by modified desc
124|1|4|0|0|-1|0|11|4|select name from `tabUserRole` where parent='test_employee_2@salary.com' and parenttype='User' and parentfield='user_roles' and name not in ('3cda3f2627')
125|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Leave Allocation'
126|1|11|0|0|-1|0|25|5|select name, from_time, to_time from `tabCourse Schedule` where `student_group`='TC-TP-2014-2015-2014-2015 (_Test Academic Term)' and schedule_date = '2017-02-09' and ( (from_time > '2:20:00' and from_time < '3:20:00') or (to_time > '2:20:00' and to_time < '3:20:00') or ('2:20:00' > from_time and '2:20:00' < to_time) or ('2:20:00' = from_time and '3:20:00' = to_time)) and name!='SH00033'
127|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Retained Earnings - WP' order by modified desc
128|1|3|0|0|-1|0|15|3|select * from `tabSales Invoice Payment` where `parenttype` = 'Sales Invoice' and `parent` = '_T-Sales Invoice-00002' and `parentfield` = 'payments' order by idx asc
129|1|2|0|0|-1|0|36|2|select account, debit, credit from `tabGL Entry` where voucher_type='Delivery Note' and voucher_no='DN-00005' order by account desc
130|1|3|0|0|-1|0|16|3|select * from `tabPurchase Invoice Advance` where `parenttype` = 'Purchase Invoice' and `parent` = 'PINV-00001' and `parentfield` = 'advances' order by idx asc
131|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Purchase Receipt Item Supplied' and `parentfield` = 'permissions' order by idx asc
132|1|3|0|0|-1|2|36|4|select distinct sle.voucher_type, sle.voucher_no from `tabStock Ledger Entry` sle where timestamp(sle.posting_date, sle.posting_time) >= timestamp('2017-02-09', '12:25:18.692287') and item_code in ('_Test Item Home Desktop 100') and warehouse in ('_Test Warehouse - _TC') order by timestamp(sle.posting_date, sle.posting_time) asc, name asc
133|1|1|0|0|-1|0|90|1|select modified, docstatus from `tabSales Order` where name = 'SO-00017' for update
134|1|1|0|0|-1|0|75|1|select `stock_uom` from `tabItem` where `name` = '_Test Variant Item' order by modified desc
135|1|1|0|0|-1|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Global Defaults' order by `tabCustom DocPerm`.`modified` ASC
136|1|1|0|0|-1|0|36|1|select `name` from `tabGL Entry` where `account` = 'Round Off - _TC2' order by modified desc
137|1|1|0|0|-1|0|76|1|select modified, docstatus from `tabPurchase Receipt` where name = '_T-Purchase Receipt-00004' for update
138|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Stock Assets - _TC2' order by modified desc
139|1|1|0|0|-1|0|57|1|select `module`, `custom` from `tabDocType` where `name` = 'POS Item Group' order by modified desc
140|1|3|0|0|-1|0|15|3|select * from `tabSales Team` where `parenttype` = 'Delivery Note' and `parent` = 'DN-00031' and `parentfield` = 'sales_team' order by idx asc
141|1|1|0|0|-1|0|75|1|select `has_variants` from `tabItem` where `name` = '_Test FG Item' order by modified desc
142|1|3|0|0|-1|0|24|3|select * from `tabSales Taxes and Charges` where `parenttype` = 'Sales Taxes and Charges Template' and `parent` = '_Test Tax 1' and `parentfield` = 'taxes' order by idx asc
143|1|2|0|0|-1|0|22|2|select route, name, modified from `tabHelp Article` where published=1 and `route`='test-route-000' limit 1
144|1|1|0|0|-1|0|57|1|select * from `tabDocType` where `name` = 'Production Plan Item' order by modified desc
145|1|0|0|0|-1|0|36|0|select distinct voucher_type from `tabGL Entry`
146|1|1|0|0|-1|0|75|1|select * from `tabItem` where `name` = '_Test PPT Item SC A' order by modified desc
147|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 933
148|1|3|0|0|-1|0|26|3|select * from `tabPurchase Taxes and Charges` where `parenttype` = 'Purchase Order' and `parent` = 'PO-00013' and `parentfield` = 'taxes' order by idx asc
149|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 939
150|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 937
151|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Leave Block List Date' and `parentfield` = 'fields' order by idx asc
152|2|11|0|1|-1|0|61|7|select ts.name as name, tsd.from_time as from_time, tsd.to_time as to_time from `tabTimesheet Detail` tsd, `tabTimesheet` ts where ts.`employee`='_T-Employee-0001' and tsd.parent = ts.name and ( ('2017-02-09 14:55:59.813132' > tsd.from_time and '2017-02-09 14:55:59.813132' < tsd.to_time) or ('2017-02-09 16:55:59.813132' > tsd.from_time and '2017-02-09 16:55:59.813132' < tsd.to_time) or ('2017-02-09 14:55:59.813132' <= tsd.from_time and '2017-02-09 16:55:59.813132' >= tsd.to_time)) and tsd.name!='c72c2ab00e' and ts.name!='TS-00031' and ts.docstatus < 2
153|1|1|0|0|-1|0|36|1|select `name` from `tabGL Entry` where `account` = 'Postal Expenses - WP' order by modified desc
154|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 931
155|1|3|0|0|-1|0|11|3|select * from `tabBlock Module` where `parenttype` = 'User' and `parent` = 'Administrator' and `parentfield` = 'block_modules' order by idx asc
156|1|1|0|0|-1|0|45|1|select * from `tabCommunication` where `name` = 'f933addb49' order by modified desc
157|1|1|0|0|-1|0|29|1|select `name` from `tabAccount` where `name` = 'Current Liabilities - _TC' order by modified desc
158|1|1|0|0|-1|0|57|1|select `module` from `tabDocType` where `name` = 'Student Log' order by modified desc
159|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Item Customer Detail' and `parentfield` = 'fields' order by idx asc
160|1|3|0|0|-1|0|35|3|select * from `tabStock Entry Detail` where `parenttype` = 'Stock Entry' and `parent` = 'STE-00015' and `parentfield` = 'items' order by idx asc
161|1|3|0|0|-1|0|11|3|select * from `tabEmployee Leave Approver` where `parenttype` = 'Employee' and `parent` = '_T-Employee-0002' and `parentfield` = 'leave_approvers' order by idx asc
162|1|1|0|0|-1|0|17|1|select * from `tabAddress Template` where `name` = 'India' order by modified desc
163|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Purchase Invoice' and `parentfield` = 'fields' order by idx asc
164|1|1|0|0|-1|0|31|1|select lft, rgt from `tabWarehouse` where name='All Warehouses - _TC2'
165|1|1|0|0|-1|0|13|1|select name, recipient, status from `tabEmail Queue Recipient` where parent='72d13119ac'
166|1|1|0|0|-1|0|29|1|select `name`, `is_group`, `company` from `tabAccount` where `name` = 'Temporary Accounts - _TC1' order by modified desc
167|1|1|0|0|-1|0|36|1|select `name` from `tabStock Ledger Entry` where `warehouse` = 'Finished Goods - WP' order by modified desc
168|1|1|0|0|-1|0|23|1|select modified, docstatus from `tabStock Reconciliation` where name = 'SR/00003' for update
169|1|1|0|0|-1|0|29|1|select * from `tabAccount` where `name` = 'Commission on Sales - CFEC' order by modified desc
170|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Holiday List' and `parentfield` = 'permissions' order by idx asc
171|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 923
172|1|1|0|0|-1|0|57|1|select `issingle` from `tabDocType` where `name` = 'Bank Reconciliation Detail' order by modified desc
173|1|1|0|0|-1|0|82|1|select `currency` from `tabDelivery Note` where `name` = 'DN-00019' order by modified desc
174|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Stock Settings' and `parentfield` = 'fields' order by idx asc
175|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 929
176|1|1|0|0|-1|0|29|1|select `freeze_account` from `tabAccount` where `name` = 'Marketing Expenses - 7cQ' order by modified desc
177|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 927
178|1|1|0|0|-1|0|45|1|select * from `tabCommunication` where `name` = 'c421723580' order by modified desc
179|1|1|0|0|-1|0|31|1|select `company` from `tabWarehouse` where `name` = 'Test Warehouse for Merging 2 - _TC' order by modified desc
180|1|1|0|0|-1|0|75|1|select `stock_uom` from `tabItem` where `name` = '_Test Serialized Item' order by modified desc
181|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 921
182|1|1|0|0|-1|0|75|1|select `item_group` from `tabItem` where `name` = '_Test PPT Item Sub A' order by modified desc
183|1|3|0|0|-1|0|30|3|select * from `tabDocPerm` where `parenttype` = 'DocType' and `parent` = 'Maintenance Schedule Detail' and `parentfield` = 'permissions' order by idx asc
184|1|5|0|0|-1|2|36|5|select sum(debit_in_account_currency) - sum(credit_in_account_currency) from `tabGL Entry` where against_voucher_type='Sales Invoice' and against_voucher='SINV-00001' and account = 'Debtors - _TC' and party_type='Customer' and party='_Test Customer'
185|1|1|0|0|-1|0|21|1|select * from `tabProperty Setter` where doc_type='Custom Script'
186|1|2|0|0|-1|0|27|2|select name, event, method from `tabEmail Alert` where `tabEmail Alert`.document_type = 'Expense Claim Detail' and `tabEmail Alert`.enabled = 1.0 order by `tabEmail Alert`.`modified` DESC
187|1|3|0|0|-1|0|46|3|select * from `tabDocField` where `parenttype` = 'DocType' and `parent` = 'Blog Category' and `parentfield` = 'fields' order by idx asc
188|1|1|0|0|-1|0|26|1|select modified, docstatus from `tabVehicle Log` where name = 'VLOG00001' for update
189|1|4|0|0|-1|0|36|4|select account_currency from `tabGL Entry` where docstatus=1 and company='Wind Power LLC' and party_type='Customer' and party='_Test Customer' limit 1
190|1|2|0|0|-1|0|29|2|select name from `tabAccount` where lft <= 890 and rgt >= 919
